artist,song,duration_ms,year,genre,danceability
Chris Brown,With You,252120,2007,hip hop; pop; R&B,0.662
BeyoncÃ©,If I Were a Boy,249146,2008,pop; R&B,0.632
Kardinal Offishall,Dangerous,246053,2008,hip hop; pop; R&B,0.949
Madcon,Beggin (original version),216146,2007,hip hop; pop,0.715
September,Cry for You,209800,2007,pop; Dance/Electronic,0.767
Rihanna,Disturbia,238626,2008,hip hop; pop; R&B,0.707
Guru Josh Project,Infinity 2008,190013,2011,hip hop,0.493
Britney Spears,Break the Ice,196053,2007,pop,0.712
Lil Wayne,Lollipop,299333,2008,hip hop; pop,0.829
Basshunter,Now You're Gone - Video Edit,148186,2008,pop,0.639
Kanye West,Flashing Lights,237506,2007,hip hop,0.639
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,2009,pop,0.753
Katy Perry,Hot N Cold,220226,2008,pop,0.706
Rihanna,Don't Stop The Music,267080,2008,hip hop; pop; R&B,0.835
Snoop Dogg,Sensual Seduction,245520,2007,hip hop; pop,0.756
Akon,Right Now (Na Na Na),240746,2008,pop,0.83
Britney Spears,Womanizer,224400,2008,pop,0.724
Eric Prydz,Pjanoo - Radio Edit,157432,2008,pop; Dance/Electronic,0.605
Kelly Rowland,Work,207920,2010,hip hop; pop; R&B,0.888
Jeezy,Put On,321293,2008,hip hop; pop,0.654
Madonna,Give It 2 Me,287906,2008,pop,0.837
The Pussycat Dolls,When I Grow Up,245680,2008,pop; R&B,0.671
will.i.am,Heartbreaker,327880,2007,hip hop; pop,0.788
Soulja Boy,Crank That (Soulja Boy),221933,2007,hip hop; pop,0.736
Britney Spears,Piece of Me,212106,2007,pop,0.769
T.I.,Live Your Life,338853,2008,hip hop; pop,0.375
Ne-Yo,Closer,234360,2008,pop; R&B,0.709
Lil Wayne,A Milli,221840,2008,hip hop; pop,0.674
Colby O'Donis,What You Got,243013,2008,hip hop; pop; R&B,0.775
Miley Cyrus,See You Again,190453,2007,pop,0.692
Basshunter,All I Ever Wanted - Radio Edit,176453,2008,pop,0.645
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,hip hop; pop; R&B,0.729
Finger Eleven,Paralyzer,208106,2007,rock; metal,0.644
Alesha Dixon,The Boy Does Nothing,210680,2008,pop,0.632
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,2011,hip hop; pop; Dance/Electronic,0.878
Gabriella Cilmi,Sweet About Me,202133,2008,R&B,0.671
Jack White,Another Way to Die,262240,2007,rock; blues,0.486
Plies,Hypnotized (feat. Akon),188493,2007,hip hop; pop; R&B,0.84
The Pussycat Dolls,I Hate This Part,218400,2008,pop; R&B,0.756
Sean Kingston,Take You There,236693,2008,hip hop; pop; R&B,0.752
Natasha Bedingfield,Pocketful of Sunshine,203440,2008,pop,0.726
The Offspring,"You're Gonna Go Far, Kid",177826,2008,rock; pop; metal,0.55
Kanye West,Homecoming,203493,2007,hip hop,0.667
Estelle,American Boy,284733,2008,R&B,0.727
Saving Abel,Addicted,222826,2008,rock; metal,0.512
Pendulum,Propane Nightmares,313346,2008,Dance/Electronic,0.356
The Game,My Life,320893,2008,hip hop; pop,0.673
Danity Kane,Damaged,244266,2008,pop; R&B,0.774
P!nk,So What,215160,2008,pop,0.534
Kanye West,Love Lockdown,270306,2008,hip hop,0.76
Gym Class Heroes,Cookie Jar (feat. The-Dream),216317,2008,hip hop; pop,0.687
M.I.A.,Paper Planes,205200,2007,pop; rock,0.447
3 Doors Down,It's Not My Time,241960,2008,pop; rock; metal,0.529
Kylie Minogue,Wow,190973,2007,pop; Dance/Electronic,0.654
Mariah Carey,Touch My Body,204733,2008,pop; R&B,0.715
MGMT,Kids,302840,2007,rock,0.451
The Ting Tings,Shut Up and Let Me Go,171226,2007,pop; rock; Dance/Electronic,0.852
Lil Wayne,Got Money,244626,2008,hip hop; pop,0.694
Santana,Into the Night (feat. Chad Kroeger),222440,2007,rock; blues; latin,0.595
The-Dream,I Luv Your Girl,267866,2007,hip hop; pop; R&B,0.723
Wiley,Wearing My Rolex - Radio Edit,170480,2008,hip hop; Dance/Electronic,0.876
Usher,Love in This Club (feat. Young Jeezy),259720,2008,hip hop; pop; R&B,0.573
Sam Sparro,Black & Gold - Radio Edit,212360,2008,pop; Dance/Electronic,0.383
"H ""two"" O",What's It Gonna Be (feat. Platnum),207476,2008,Dance/Electronic,0.733
The Ting Tings,That's Not My Name,310573,2008,pop; rock; Dance/Electronic,0.755
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",240760,2008,hip hop; pop; R&B,0.648
James Morrison,Broken Strings,250453,2008,pop; R&B,0.57
Leona Lewis,Run,314720,2007,pop; R&B,0.285
Metro Station,Shake It,179946,2007,pop; rock,0.618
T.I.,Whatever You Like,249533,2008,hip hop; pop,0.68
Trey Songz,Can't Help but Wait,206413,2007,hip hop; pop; R&B,0.699
OneRepublic,Stop And Stare,223853,2007,pop,0.492
Alexandra Burke,Hallelujah,217826,2009,pop,0.177
Mary J. Blige,Just Fine,242133,2007,pop; R&B,0.923
Jordin Sparks,One Step At a Time,205160,2007,pop; R&B,0.766
Coldplay,Viva La Vida,242373,2008,rock; pop,0.486
Kings of Leon,Sex on Fire,203346,2008,rock,0.542
Kanye West,Good Life,207000,2007,hip hop,0.439
Duffy,Mercy,219920,2008,pop; R&B,0.793
David Archuleta,Crush,213520,2008,pop,0.57
J. Holiday,Suffocate - Superclean,220053,2007,hip hop; pop; R&B; Dance/Electronic,0.458
Gavin DeGraw,In Love With a Girl,206000,2008,pop; Folk/Acoustic,0.438
Jordin Sparks,Tattoo,233466,2007,pop; R&B,0.566
Coldplay,Violet Hill,222653,2008,rock; pop,0.33
Ray J,Sexy Can I feat. Yung Berg,204040,2008,hip hop; pop; R&B,0.575
Jennifer Hudson,Spotlight,250106,2008,pop; R&B; easy listening,0.707
John Legend,Green Light (feat. AndrÃ© 3000),284186,2008,pop; R&B,0.622
Jonas Brothers,Burnin' Up,175093,2008,pop,0.667
Lupe Fiasco,Superstar (feat. Matthew Santos),289000,2007,hip hop; pop,0.572
Chris Brown,Forever,278573,2008,hip hop; pop; R&B,0.672
Adele,Chasing Pavements,210506,2008,pop; R&B,0.614
Leona Lewis,Better in Time,234173,2007,pop; R&B,0.584
Fergie,Clumsy,240426,2006,pop; R&B,0.731
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,2008,hip hop; pop; R&B,0.648
Black Eyed Peas,I Gotta Feeling,289133,2009,hip hop; pop,0.743
Lady Gaga,Poker Face,237200,2008,pop,0.851
BeyoncÃ©,Halo,261640,2008,pop; R&B,0.508
David Guetta,Sexy Bitch (feat. Akon),195853,2010,hip hop; pop; Dance/Electronic,0.813
Flo Rida,Right Round,204640,2009,hip hop; pop,0.72
Taylor Swift,Love Story,236266,2008,pop,0.617
Pitbull,Hotel Room Service,238506,2009,hip hop; pop; latin,0.849
Britney Spears,Circus,192360,2008,pop,0.791
Lady Gaga,LoveGame,216333,2008,pop,0.894
Skillet,Monster,178013,2009,rock; pop; metal,0.64
The Prodigy,Omen,216026,2009,rock; pop; Dance/Electronic,0.545
Black Eyed Peas,Meet Me Halfway,284373,2009,hip hop; pop,0.798
Kanye West,Heartless,211000,2008,hip hop,0.79
Kid Cudi,Day 'N' Nite (Nightmare),221240,2009,hip hop,0.88
Lady Gaga,Just Dance,241933,2008,pop,0.822
Britney Spears,If U Seek Amy,216520,2008,pop,0.717
Pitbull,I Know You Want Me (Calle Ocho),237120,2009,hip hop; pop; latin,0.825
Mariah Carey,Obsessed,242200,2009,pop; R&B,0.742
BeyoncÃ©,Sweet Dreams,208066,2008,pop; R&B,0.694
Agnes,Release Me,256213,2009,pop; Dance/Electronic,0.621
Black Eyed Peas,Boom Boom Pow,251440,2009,hip hop; pop,0.867
Shakira,She Wolf,188866,2009,pop; latin,0.865
Lady Gaga,Paparazzi,208306,2008,pop,0.762
JAY-Z,Empire State Of Mind,276920,2009,hip hop,0.491
OneRepublic,All The Right Moves,238000,2009,pop,0.529
Jeremih,Birthday Sex,226506,2009,hip hop; pop; R&B,0.677
Cascada,Evacuate The Dancefloor,207200,2009,hip hop; pop; Dance/Electronic,0.762
Linkin Park,New Divide,268613,2009,rock; metal,0.493
Kevin Rudolf,Let It Rock,231173,2008,hip hop; pop,0.607
JAY-Z,Run This Town,267520,2009,hip hop,0.632
Lady Gaga,Bad Romance,294573,2009,pop,0.696
T.I.,Live Your Life,338853,2008,hip hop; pop,0.375
Eminem,We Made You,269613,2009,hip hop,0.924
Dizzee Rascal,Bonkers,177573,2011,hip hop; pop; Dance/Electronic,0.624
Ciara,Love Sex Magic (feat. Justin Timberlake),220426,2009,pop; R&B,0.893
Rihanna,Russian Roulette,227533,2009,hip hop; pop; R&B,0.48
Soulja Boy,Turn My Swag On,206333,2008,hip hop; pop,0.546
The xx,Intro,127920,2009,rock,0.617
Jay Sean,Down,212106,2009,hip hop; pop; R&B,0.657
Keri Hilson,Turnin Me On - Original Dirty,248066,2008,pop; R&B,0.661
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,2010,hip hop; pop; Dance/Electronic,0.675
Cheryl,Fight For This Love,223253,2009,pop; Dance/Electronic,0.739
Soulja Boy,Kiss Me Thru The Phone,193386,2008,hip hop; pop,0.758
Eminem,Crack A Bottle,297520,2009,hip hop,0.516
P!nk,Sober,251440,2010,pop,0.614
Tinchy Stryder,Number 1,212773,2009,pop; Dance/Electronic,0.581
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",196520,2009,pop; Dance/Electronic,0.451
JLS,Beat Again - Radio Edit,196640,2009,pop,0.894
3OH!3,DONTTRUSTME,192573,2008,hip hop; pop; rock,0.791
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,2009,set(),0.657
The Pussycat Dolls,I Hate This Part,218400,2008,pop; R&B,0.756
Akon,Beautiful,312986,2008,pop,0.74
Alexandra Burke,Bad Boys (feat. Flo Rida),206480,2009,pop,0.67
Mario,Break Up,249026,2009,pop; R&B,0.44
Drake,Forever,357706,2009,hip hop; pop; R&B,0.457
Selena Gomez & The Scene,Naturally,202586,2009,pop; Dance/Electronic,0.605
Kanye West,Love Lockdown,270306,2008,hip hop,0.76
The Veronicas,Untouched,255360,2005,pop; Dance/Electronic,0.557
Fabolous,Throw It In The Bag,231573,2009,hip hop; pop; R&B,0.789
Jason Derulo,Whatcha Say,221253,2010,hip hop; pop,0.615
Lily Allen,Not Fair,201213,2009,pop,0.719
T.I.,Dead And Gone,299746,2008,hip hop; pop,0.713
Sean Kingston,Fire Burning,239986,2009,hip hop; pop; R&B,0.839
Empire of the Sun,Walking On A Dream,198440,2008,rock; pop; Dance/Electronic,0.871
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,2009,pop; Dance/Electronic,0.594
Nickelback,If Today Was Your Last Day,249066,2008,rock; metal,0.485
La Roux,Bulletproof,205733,2009,pop; Dance/Electronic,0.674
Kasabian,Fire,252279,2009,rock,0.525
Calvin Harris,I'm Not Alone - Radio Edit,210973,2009,hip hop; pop; Dance/Electronic,0.597
Justin Bieber,One Time,215866,2009,pop,0.691
Jamie Foxx,Blame It,289746,2008,hip hop; pop; R&B,0.673
La Roux,In For The Kill,248626,2009,pop; Dance/Electronic,0.629
Muse,Uprising,304840,2009,rock,0.602
Nickelback,Gotta Be Somebody,252653,2008,rock; metal,0.536
James Morrison,Broken Strings,250453,2008,pop; R&B,0.57
T.I.,Whatever You Like,249533,2008,hip hop; pop,0.68
Dizzee Rascal,Holiday,220626,2011,hip hop; pop; Dance/Electronic,0.545
BeyoncÃ©,Single Ladies (Put a Ring on It),193213,2008,pop; R&B,0.426
Boys Like Girls,Love Drunk,226706,2009,pop,0.44
The-Dream,Rockin' That Shit,221920,2009,hip hop; pop; R&B,0.672
OneRepublic,Secrets,224693,2009,pop,0.516
JLS,Everybody in Love,195586,2013,pop,0.705
Jason Aldean,Big Green Tractor,204200,2009,country,0.616
The Fray,Never Say Never,256613,2009,pop,0.23
Lily Allen,The Fear,207120,2009,pop,0.661
Kings of Leon,Sex on Fire,203346,2008,rock,0.542
Drake,Best I Ever Had,258760,2010,hip hop; pop; R&B,0.431
Kelly Clarkson,Already Gone,281560,2009,pop; R&B,0.209
Miley Cyrus,Party In The U.S.A.,202066,2009,pop,0.652
Jordin Sparks,Battlefield,241920,2009,pop; R&B,0.613
Ne-Yo,Mad,254533,2008,pop; R&B,0.731
Green Day,21 Guns,321093,2009,rock,0.268
Keri Hilson,Knock You Down,326186,2009,pop; R&B,0.588
Taylor Swift,You Belong With Me,231146,2008,pop,0.687
Shinedown,Second Chance,222066,2008,rock; metal,0.46
Asher Roth,I Love College,241933,2009,hip hop; pop,0.713
Katy Perry,Waking Up In Vegas,199186,2008,pop,0.524
Kelly Clarkson,My Life Would Suck Without You,211493,2009,pop; R&B,0.526
Mumford & Sons,Little Lion Man,245173,2009,Folk/Acoustic; rock; pop,0.517
The Fray,You Found Me,241853,2009,pop,0.338
Bruno Mars,Just the Way You Are,220734,2010,pop,0.635
Eminem,Love The Way You Lie,263373,2010,hip hop,0.749
Lady Gaga,Bad Romance,294573,2009,pop,0.696
Stromae,Alors on danse - Radio Edit,206066,2010,pop,0.791
Kesha,TiK ToK,199693,2010,pop; Dance/Electronic,0.755
David Guetta,Memories (feat. Kid Cudi),210853,2010,hip hop; pop; Dance/Electronic,0.546
Taio Cruz,Dynamite,202613,2010,hip hop; pop,0.751
Rihanna,Only Girl (In The World),235493,2010,hip hop; pop; R&B,0.789
Katy Perry,California Gurls,234653,2012,pop,0.791
Kesha,Take It Off,215200,2010,pop; Dance/Electronic,0.729
INNA,Hot - Play & Win Radio Version,217036,2010,pop,0.817
Far East Movement,Like A G6,216893,2010,hip hop; pop,0.435
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,2010,hip hop; pop; Dance/Electronic,0.615
Duck Sauce,Barbra Streisand - Radio Edit,196533,2010,Dance/Electronic,0.769
Lucenzo,Danza Kuduro (feat. Don Omar),213986,2011,latin,0.622
Rihanna,Te Amo,208426,2009,hip hop; pop; R&B,0.567
Timbaland,Carry Out (Featuring Justin Timberlake),232466,2009,hip hop; pop; R&B,0.531
DJ Fresh,Gold Dust - Radio Edit,192446,2010,pop; Dance/Electronic,0.451
Edward Maya,Stereo Love - Radio Edit,184573,2010,pop,0.799
Taio Cruz,Break Your Heart,201546,2010,hip hop; pop,0.607
Black Eyed Peas,Imma Be,257560,2009,hip hop; pop,0.597
Sidney Samson,Riverside,320348,2009,Dance/Electronic,0.804
Eminem,Not Afraid,248133,2010,hip hop,0.855
Lady Gaga,Alejandro,274213,2009,pop,0.623
Rihanna,Rude Boy,222920,2009,hip hop; pop; R&B,0.563
Ne-Yo,Beautiful Monster,251573,2010,pop; R&B,0.708
3OH!3,Starstrukk,203093,2010,hip hop; pop; rock,0.605
Black Eyed Peas,The Time (Dirty Bit),307640,2010,hip hop; pop,0.816
Kelly Rowland,Commander,218106,2011,hip hop; pop; R&B,0.395
Swedish House Mafia,One (Your Name) - Radio Edit,163246,2010,pop; Dance/Electronic,0.733
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,2011,hip hop; pop; R&B,0.692
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,2010,hip hop; pop; R&B,0.663
Iyaz,Replay,182306,2009,hip hop; pop,0.706
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,2010,hip hop; pop,0.616
Sean Kingston,Eenie Meenie,201946,2010,hip hop; pop; R&B,0.72
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,hip hop; pop,0.76
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,2010,hip hop; pop; Dance/Electronic,0.656
Bruno Mars,Talking to the Moon,217866,2010,pop,0.498
Miley Cyrus,Can't Be Tamed,168213,2010,pop,0.63
Mike Posner,Cooler Than Me - Single Mix,213293,2010,hip hop; pop; Dance/Electronic,0.768
Lady Gaga,Telephone,220640,2009,pop,0.824
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,2010,Dance/Electronic,0.901
Rihanna,Hard,250600,2009,hip hop; pop; R&B,0.31
Tinie Tempah,Pass Out,268053,2010,hip hop; pop; Dance/Electronic,0.693
Adam Lambert,Whataya Want from Me,227320,2009,pop,0.438
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,2010,hip hop; pop; R&B,0.845
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,2009,hip hop; pop; R&B,0.652
Enrique Iglesias,I Like It,231373,2010,pop; latin,0.648
Tim Berg,Seek Bromance - Aviciiâ€™s Vocal Edit,203960,2010,pop; Dance/Electronic,0.515
Usher,OMG (feat. will.i.am),269493,2010,hip hop; pop; R&B,0.781
Maroon 5,Misery,216200,2010,pop,0.703
Jay Sean,Down,212106,2009,hip hop; pop; R&B,0.657
Rihanna,Man Down,267000,2010,hip hop; pop; R&B,0.47
3OH!3,My First Kiss (feat. Ke$ha),192440,2010,hip hop; pop; rock,0.682
Justin Bieber,Baby,214240,2010,pop,0.728
Cali Swag District,Teach Me How to Dougie,237480,2011,hip hop; pop,0.846
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,2010,pop; Dance/Electronic,0.736
K'NAAN,Wavin' Flag,220520,2009,set(),0.625
Ludacris,How Low,201586,2010,hip hop; pop,0.785
Kesha,Blah Blah Blah (feat. 3OH!3),172053,2010,pop; Dance/Electronic,0.752
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,2010,hip hop; pop,0.544
Jason Derulo,In My Head,199026,2010,hip hop; pop,0.762
Aloe Blacc,I Need A Dollar,243053,2010,R&B,0.84
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,2010,hip hop; pop,0.66
Ludacris,My Chick Bad,216933,2010,hip hop; pop,0.624
Nelly,Just A Dream,237800,2010,hip hop; pop; R&B,0.531
Rihanna,What's My Name?,263173,2010,hip hop; pop; R&B,0.692
Shontelle,Impossible,226533,2010,pop; R&B,0.599
Take That,The Flood,289359,2010,pop,0.514
Trey Songz,Say Aah (feat. Fabolous),207546,2009,hip hop; pop; R&B,0.724
Jason Derulo,Whatcha Say,221253,2010,hip hop; pop,0.615
Drake,Over,233560,2010,hip hop; pop; R&B,0.325
Example,Kickstarts,181826,2010,pop; Dance/Electronic,0.61
Plan B,She Said,208853,2010,Dance/Electronic,0.72
The Saturdays,Higher,207613,2010,pop; Dance/Electronic,0.639
Jay Sean,Do You Remember,210306,2009,hip hop; pop; R&B,0.855
Usher,Hey Daddy (Daddy's Home),224093,2010,hip hop; pop; R&B,0.59
Lil Wayne,Right Above It,271946,2010,hip hop; pop,0.376
The Wanted,All Time Low,205200,2010,pop; Dance/Electronic,0.689
Kesha,Your Love Is My Drug,187133,2010,pop; Dance/Electronic,0.826
Ellie Goulding,Starry Eyed,176613,2010,pop; rock; Dance/Electronic,0.504
Drake,Find Your Love,208946,2010,hip hop; pop; R&B,0.625
Jason Derulo,Ridin' Solo,215746,2010,hip hop; pop,0.442
Two Door Cinema Club,What You Know,189693,2010,World/Traditional; rock; pop,0.55
JAY-Z,Young Forever,253906,2009,hip hop,0.637
Young Money,BedRock,288133,2009,hip hop; pop,0.733
B.o.B,Nothin' on You (feat. Bruno Mars),268320,2010,hip hop; pop,0.688
Katy Perry,Teenage Dream,227741,2010,pop,0.719
Scouting For Girls,This Ain't a Love Song,210680,2017,pop; rock,0.458
Travie McCoy,Billionaire (feat. Bruno Mars),211160,2010,hip hop; pop,0.633
Owl City,Fireflies,228346,2009,rock; pop,0.512
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,2009,pop; R&B,0.484
Lady A,Need You Now,236440,2010,pop; country,0.581
Taylor Swift,Back To December,293026,2010,pop,0.529
Neon Trees,Animal,212306,2010,rock; pop,0.482
Kris Allen,Live Like We're Dying,212506,2009,pop,0.589
Matt Cardle,When We Collide,226000,2011,pop,0.443
Robyn,Dancing On My Own,288670,2010,pop; Dance/Electronic,0.687
The Band Perry,If I Die Young,222773,2010,country,0.606
B.o.B,Magic (feat. Rivers Cuomo),196133,2010,hip hop; pop,0.549
Adele,Rolling in the Deep,228093,2011,pop; R&B,0.73
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,2010,pop,0.722
LMFAO,Party Rock Anthem,262146,2011,hip hop; pop; Dance/Electronic,0.751
Katy Perry,Firework,227893,2010,pop,0.638
Bruno Mars,Grenade,222091,2010,pop,0.704
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,2011,hip hop; pop; latin,0.595
Alexandra Stan,Mr. Saxobeat,195105,2011,pop; Dance/Electronic,0.726
David Guetta,Who's That Chick? (feat. Rihanna),201040,2010,hip hop; pop; Dance/Electronic,0.675
Jennifer Lopez,On The Floor,284866,2011,hip hop; pop; R&B,0.73
Rihanna,S&M,243533,2010,hip hop; pop; R&B,0.767
Kesha,Blow,219973,2010,pop; Dance/Electronic,0.753
Snoop Dogg,Sweat - Remix,195986,2011,hip hop; pop,0.813
Taio Cruz,Higher,187626,2010,hip hop; pop,0.672
Usher,More - RedOne Jimmy Joker Remix,219986,2010,hip hop; pop; R&B,0.551
Example,Changed the Way You Kiss Me - Radio Edit,195466,2011,pop; Dance/Electronic,0.578
Black Eyed Peas,Just Canâ€™t Get Enough,219426,2010,hip hop; pop,0.659
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,2012,hip hop; pop; Dance/Electronic,0.666
Lykke Li,I Follow Rivers - The Magician Remix,281106,2011,pop; Dance/Electronic,0.786
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,2011,hip hop; pop; latin,0.671
Selena Gomez & The Scene,Love You Like A Love Song,188453,2011,pop; Dance/Electronic,0.858
Wiz Khalifa,Black and Yellow,217666,2011,hip hop; pop,0.684
Katy Perry,E.T.,229573,2012,pop,0.62
Britney Spears,I Wanna Go,210266,2011,pop,0.696
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,2011,hip hop; pop,0.646
Edward Maya,Stereo Love - Radio Edit,184573,2010,pop,0.799
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,2010,pop; latin,0.648
Jeremih,Down On Me,228453,2010,hip hop; pop; R&B,0.7
Sak Noel,Loca People - Radio Edit,215624,2011,Dance/Electronic,0.926
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,2011,pop; Dance/Electronic,0.843
LMFAO,Sexy And I Know It,199480,2011,hip hop; pop; Dance/Electronic,0.707
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,2011,pop; Dance/Electronic,0.668
Jessie J,Do It Like A Dude,195240,2011,hip hop; pop,0.663
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,2012,pop; Dance/Electronic,0.31
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,2010,hip hop; pop,0.76
Nickelback,When We Stand Together,190786,2011,rock; metal,0.446
M83,Midnight City,243960,2011,rock; pop; metal; Dance/Electronic,0.507
Britney Spears,Till the World Ends,237946,2011,pop,0.693
Labrinth,Earthquake (feat. Tinie Tempah),274600,2012,pop,0.54
Jason Derulo,Don't Wanna Go Home,206080,2011,hip hop; pop,0.671
Coldplay,Paradise,278719,2011,rock; pop,0.449
Katy Perry,Last Friday Night (T.G.I.F.),230746,2012,pop,0.649
Adele,Set Fire to the Rain,242973,2011,pop; R&B,0.603
Dr. Dre,I Need A Doctor,283733,2011,hip hop,0.594
Lil Wayne,6 Foot 7 Foot,248586,2011,hip hop; pop,0.364
DJ Khaled,I'm On One,296146,2011,hip hop; pop,0.413
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,2011,hip hop; pop; R&B,0.767
Far East Movement,Rocketeer,211253,2010,hip hop; pop,0.664
The Wanted,Glad You Came,197935,2011,pop; Dance/Electronic,0.722
Kesha,We R Who We R,204760,2010,pop; Dance/Electronic,0.736
Kelly Rowland,Motivation,230560,2011,hip hop; pop; R&B,0.744
Rihanna,We Found Love,215226,2011,hip hop; pop; R&B,0.735
Nicole Scherzinger,Don't Hold Your Breath,197440,2011,pop; Dance/Electronic,0.66
Mann,Buzzin Remix,224333,2011,hip hop; pop,0.687
Chris Brown,Yeah 3x,241666,2011,hip hop; pop; R&B,0.705
Swedish House Mafia,Save The World,213337,2011,pop; Dance/Electronic,0.507
Kanye West,All Of The Lights,299613,2010,hip hop,0.531
Miguel,Sure Thing,195373,2010,pop; R&B,0.684
Diddy - Dirty Money,Coming Home,238693,2010,hip hop; pop; R&B,0.392
Rihanna,What's My Name?,263173,2010,hip hop; pop; R&B,0.692
Chris Brown,Beautiful People,225881,2019,hip hop; pop; R&B,0.415
Avril Lavigne,What the Hell,220706,2011,pop,0.578
Professor Green,Read All About It,235735,2011,Dance/Electronic,0.656
Chase & Status,Blind Faith,233666,2011,Dance/Electronic,0.45
Chip,Champion (feat. Chris Brown),237293,2011,hip hop; Dance/Electronic,0.415
Selena Gomez & The Scene,Who Says,195613,2011,pop; Dance/Electronic,0.682
Rizzle Kicks,Down With The Trumpets,186851,2011,hip hop,0.753
Lady Gaga,Born This Way,260253,2011,pop,0.587
Nicki Minaj,Super Bass,200013,2010,hip hop; pop,0.72
Mac Miller,Donald Trump,165908,2011,hip hop,0.636
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,2012,hip hop; pop; Dance/Electronic,0.779
David Guetta,Without You (feat. Usher),208133,2012,hip hop; pop; Dance/Electronic,0.608
Foster The People,Pumped Up Kicks,239600,2011,rock; pop,0.733
Drake,Headlines,235986,2011,hip hop; pop; R&B,0.636
Jessie J,Price Tag,223053,2011,hip hop; pop,0.636
Jason Aldean,Dirt Road Anthem,229413,2010,country,0.678
Wiz Khalifa,Roll Up,227773,2011,hip hop; pop,0.523
OneRepublic,Good Life,253306,2009,pop,0.634
Bad Meets Evil,Lighters,303813,2011,hip hop; pop,0.676
Bruno Mars,The Lazy Song,189109,2010,pop,0.794
Lupe Fiasco,The Show Goes On,239613,2011,hip hop; pop,0.591
James Morrison,I Won't Let You Go,229303,2011,pop; R&B,0.537
Jason Derulo,It Girl,192200,2011,hip hop; pop,0.668
Adele,Someone Like You,285240,2011,pop; R&B,0.554
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,2011,rock,0.683
Keri Hilson,Pretty Girl Rock,243920,2010,pop; R&B,0.666
P!nk,F**kin' Perfect,213413,2010,pop,0.563
Blake Shelton,Honey Bee,210720,2011,country,0.481
Lady Gaga,The Edge Of Glory,320546,2011,pop,0.583
Lady A,Just A Kiss,218840,2011,pop; country,0.593
Hot Chelle Rae,Tonight Tonight,200466,2011,hip hop; pop; rock,0.686
Grouplove,Tongue Tied,218013,2011,pop; rock; Folk/Acoustic,0.56
Coldplay,Every Teardrop Is a Waterfall,240796,2011,rock; pop,0.425
BeyoncÃ©,Best Thing I Never Had,253746,2011,pop; R&B,0.545
P!nk,Raise Your Glass,202960,2010,pop,0.7
Christina Perri,Jar of Hearts,246587,2011,pop,0.349
Bruno Mars,Marry You,230192,2010,pop,0.621
The Band Perry,If I Die Young,222773,2010,country,0.606
Lil Wayne,How To Love,240306,2011,hip hop; pop,0.644
Charlene Soraia,Wherever You Will Go,197577,2011,pop,0.597
Christina Perri,A Thousand Years,285120,2011,pop,0.421
Rihanna,We Found Love,215226,2011,hip hop; pop; R&B,0.735
Carly Rae Jepsen,Call Me Maybe,193400,2012,pop; Dance/Electronic,0.783
fun.,We Are Young (feat. Janelle MonÃ¡e),250626,2012,rock; pop,0.378
Sean Paul,She Doesn't Mind,227786,2012,hip hop; pop,0.718
